"","long","lat","year","TimePeriod","RCP","scenario","treecanopy","Ann_Herb","Bare","Herb","Litter","Shrub","DrySoilDays_Summer_whole","Evap_Summer","ExtremeShortTermDryStress_Summer_whole","FrostDays_Winter","NonDrySWA_Summer_whole","PPT_Winter","PPT_Summer","T_Winter","T_Summer","Tmax_Summer","Tmin_Winter","VWC_Winter_whole","VWC_Spring_whole","VWC_Summer_whole","VWC_Fall_whole","uqID"
"213",-110.0386,37.59621,1997,"Hist","historical","sc1",7,0,63,8,9,10,0,3.803764,33.52,70,0.3410431,8.04,9.18,0.6705556,22.10163,35.45,-13.85,0.1478525,0.1062525,0.05800702,0.07835565,"-110.0386 37.59621 1997 sc1"
"214",-110.0386,37.59621,1998,"Hist","historical","sc1",7,0,63,8,9,10,0,3.257027,35.73,84,0.06658859,5.19,5.69,0.08777778,22.54674,37.25,-11.65,0.1042795,0.08186938,0.05302027,0.09374861,"-110.0386 37.59621 1998 sc1"
"215",-110.0386,37.59621,1999,"Hist","historical","sc1",7,0,63,8,9,10,0,6.271906,33.14,73,0.3317437,2.66,14.56,1.832778,21.66522,34.35,-15.05,0.1420611,0.09116728,0.05810694,0.0529935,"-110.0386 37.59621 1999 sc1"
"216",-110.0386,37.59621,2000,"Hist","historical","sc1",7,0,63,8,9,10,0,3.107664,35.94,63,0.0005373315,5.1,4.78,1.467582,23.94185,36.85,-12.65,0.07342547,0.07710637,0.05184103,0.08629795,"-110.0386 37.59621 2000 sc1"
"217",-110.0386,37.59621,2001,"Hist","historical","sc1",7,0,63,8,9,10,0,4.170086,35.3,79,0.09765203,6.24,8.13,0.3561111,23.12826,36.05,-12.95,0.1307213,0.1068567,0.05378182,0.05323579,"-110.0386 37.59621 2001 sc1"
"218",-110.0386,37.59621,2002,"Hist","historical","sc1",7,0,63,8,9,10,0,2.312195,36.26,86,0.0001445154,2.21,3,-0.85,24.23804,37.25,-14.25,0.07046766,0.05390273,0.05156591,0.09434627,"-110.0386 37.59621 2002 sc1"
"219",-110.0386,37.59621,2003,"Hist","historical","sc1",7,0,63,8,9,10,0,3.086071,36.86,74,0.03745002,5.99,5.4,1.374444,24.26359,38.15,-12.05,0.09581779,0.09918862,0.05249096,0.08740873,"-110.0386 37.59621 2003 sc1"
"220",-110.0386,37.59621,2004,"Hist","historical","sc1",7,0,63,8,9,10,0,2.073393,34.2,81,0.000269428,6.1,2.76,-0.8736264,22.70707,35.15,-14.95,0.1081484,0.09258144,0.05179446,0.1073203,"-110.0386 37.59621 2004 sc1"
"221",-110.0386,37.59621,2005,"Hist","historical","sc1",7,0,63,8,9,10,0,3.887299,37.29,64,0.1165392,13.1,8.14,1.402222,22.2962,38.25,-14.35,0.1567055,0.1068681,0.05428129,0.06691939,"-110.0386 37.59621 2005 sc1"
"222",-110.0386,37.59621,2006,"Hist","historical","sc1",7,0,63,8,9,10,0,4.063764,35.69,84,0.02563627,1.83,7.13,0.7255556,23.89511,36.95,-14.85,0.0636491,0.07280496,0.05254927,0.1163708,"-110.0386 37.59621 2006 sc1"
"223",-110.0386,37.59621,2007,"Hist","historical","sc1",7,0,63,8,9,10,0,3.738408,35.71,79,0.07021471,3.39,7.59,-0.2666667,24.0712,36.25,-16.45,0.1205155,0.07848603,0.05334178,0.06414236,"-110.0386 37.59621 2007 sc1"
"224",-110.0386,37.59621,2008,"Hist","historical","sc1",7,0,63,8,9,10,0,3.271417,34.22,78,0.05427104,13.12,6.65,-2.259341,22.4875,35.25,-18.65,0.1217995,0.1040147,0.05329298,0.05526078,"-110.0386 37.59621 2008 sc1"
"225",-110.0386,37.59621,2009,"Hist","historical","sc1",7,0,63,8,9,10,0,1.926904,34.86,74,0.001004955,5.99,2.48,0.2044444,22.44565,36.25,-17.15,0.105566,0.08154641,0.05170393,0.05553177,"-110.0386 37.59621 2009 sc1"
"226",-110.0386,37.59621,2010,"Hist","historical","sc1",7,0,63,8,9,10,0,4.288185,35.76,88,0.3086622,12.04,9.85,-2.407222,22.6212,37.75,-17.15,0.06438791,0.1041951,0.05737837,0.06445668,"-110.0386 37.59621 2010 sc1"
"227",-110.0386,37.59621,2011,"Hist","historical","sc1",7,0,63,8,9,10,0,3.820314,34.8,76,0.006733395,5.5,5.66,-0.7294444,22.97337,35.85,-23.05,0.09055027,0.07456121,0.05210475,0.06388147,"-110.0386 37.59621 2011 sc1"
"228",-110.0386,37.59621,2012,"Hist","historical","sc1",7,0,63,8,9,10,0,2.91111,35.18,88,0.1414931,5.47,6.7,0.06868132,23.96196,35.75,-14.85,0.09119178,0.07114269,0.05418062,0.05732118,"-110.0386 37.59621 2012 sc1"
"229",-110.0386,37.59621,2013,"Hist","historical","sc1",7,0,63,8,9,10,0,3.110172,36.19,83,0.1730644,7.25,7.91,-1.190556,22.95326,38.55,-19.75,0.09664317,0.08425053,0.05488889,0.1282773,"-110.0386 37.59621 2013 sc1"
"230",-110.0386,37.59621,2014,"Hist","historical","sc1",7,0,63,8,9,10,0,3.408316,34.51,73,0.1023246,3.92,6.9,0.5827778,22.22174,35.95,-17.95,0.143406,0.0920978,0.05366964,0.06827052,"-110.0386 37.59621 2014 sc1"
"231",-110.0386,37.59621,2015,"Hist","historical","sc1",7,0,63,8,9,10,0,5.393595,34.84,56,0.2724176,7.25,13.03,1.998333,22.37283,36.25,-15.05,0.09174092,0.09146529,0.05710299,0.09514014,"-110.0386 37.59621 2015 sc1"
"232",-110.0386,37.59621,2016,"Hist","historical","sc1",7,0,63,8,9,10,0,3.570593,36.09,76,0.106438,6.89,6.91,-0.9379121,23.6788,37.85,-16.35,0.1326115,0.09931874,0.05369198,0.05619453,"-110.0386 37.59621 2016 sc1"
"233",-110.0386,37.59621,2017,"Hist","historical","sc1",7,0,63,8,9,10,0,3.082665,36.03,62,0.03985746,9.64,6.1,1.096111,24.11467,37.35,-14.85,0.1092395,0.09516455,0.05263454,0.0532682,"-110.0386 37.59621 2017 sc1"
"234",-110.0386,37.59621,2018,"Hist","historical","sc1",7,0,63,8,9,10,0,2.133055,35.19,69,0.01841405,2.67,4.48,2.130556,24.55,35.95,-12.15,0.05780261,0.05353634,0.05213233,0.1070232,"-110.0386 37.59621 2018 sc1"
"235",-110.0376,37.60202,1980,"Hist","historical","sc1",5,0,65,7,8,10,0,1.497424,36.16,75,0.029641,13.79,2.69,0.9648352,23.15924,37.05,-12.45,0.1235719,0.08738147,0.04800624,0.06152985,"-110.0376 37.60202 1980 sc1"
"236",-110.0376,37.60202,1981,"Hist","historical","sc1",5,0,65,7,8,10,0,4.973713,36.08,79,0.03313813,2.25,9.39,3.334444,23.27065,37.55,-9.35,0.05486365,0.06816883,0.04935783,0.0956901,"-110.0376 37.60202 1981 sc1"
"237",-110.0376,37.60202,1982,"Hist","historical","sc1",5,0,65,7,8,10,0,4.317068,34.99,83,0.1867225,4.12,9.5,-0.01555556,22.05707,36.65,-16.55,0.08979488,0.05575542,0.05395579,0.07973014,"-110.0376 37.60202 1982 sc1"
"238",-110.0376,37.60202,1983,"Hist","historical","sc1",5,0,65,7,8,10,0,5.032111,33.69,85,0.09812075,7.09,10.22,0.4094444,21.32826,34.55,-15.05,0.1328745,0.098925,0.0518898,0.08495956,"-110.0376 37.60202 1983 sc1"
"239",-110.0376,37.60202,1984,"Hist","historical","sc1",5,0,65,7,8,10,0,5.135458,34.01,91,0.04638885,4.77,9.49,-1.047253,21.95978,35.35,-18.45,0.1233576,0.05832802,0.05027709,0.08252167,"-110.0376 37.60202 1984 sc1"
"240",-110.0376,37.60202,1985,"Hist","historical","sc1",5,0,65,7,8,10,0,2.139786,36.32,87,0.1034863,7.66,4.81,-0.94,23.38859,37.55,-18.15,0.1223227,0.09715538,0.05071917,0.1082804,"-110.0376 37.60202 1985 sc1"
"241",-110.0376,37.60202,1986,"Hist","historical","sc1",5,0,65,7,8,10,0,4.331973,34.18,74,0.1070945,2.19,9.85,2.294444,22.45109,35.05,-11.45,0.1005568,0.0574383,0.05191713,0.1146925,"-110.0376 37.60202 1986 sc1"
"242",-110.0376,37.60202,1987,"Hist","historical","sc1",5,0,65,7,8,10,0,4.411108,33.22,85,0.3010985,6.03,11.04,-0.41,22.01576,34.25,-14.15,0.1165042,0.07374239,0.05839705,0.08873123,"-110.0376 37.60202 1987 sc1"
"243",-110.0376,37.60202,1988,"Hist","historical","sc1",5,0,65,7,8,10,0,4.265542,34.69,86,0.02545262,5.44,7.98,-1.256593,23.25,35.75,-16.15,0.09971238,0.06671965,0.0489528,0.05733658,"-110.0376 37.60202 1988 sc1"
"244",-110.0376,37.60202,1989,"Hist","historical","sc1",5,0,65,7,8,10,0,3.16373,36.62,86,0.09203432,5.13,6.69,-1.843889,22.5125,38.25,-19.65,0.05592695,0.05603561,0.05101837,0.04736895,"-110.0376 37.60202 1989 sc1"
"245",-110.0376,37.60202,1990,"Hist","historical","sc1",5,0,65,7,8,10,0,2.973852,36.15,82,0.01355796,3.52,5.41,-0.09666667,23.2337,37.35,-14.65,0.04972292,0.04998189,0.04818327,0.08566246,"-110.0376 37.60202 1990 sc1"
"246",-110.0376,37.60202,1991,"Hist","historical","sc1",5,0,65,7,8,10,0,3.860652,33.69,84,0.01175191,4.85,6.39,-2.093889,22.31033,34.85,-24.55,0.07226527,0.06613906,0.04848629,0.08362797,"-110.0376 37.60202 1991 sc1"
"247",-110.0376,37.60202,1992,"Hist","historical","sc1",5,0,65,7,8,10,0,3.595608,33.4,85,0.01450452,6.39,5.95,-1.282418,21.67554,34.35,-14.35,0.1030647,0.08515509,0.04859616,0.07110685,"-110.0376 37.60202 1992 sc1"
"248",-110.0376,37.60202,1993,"Hist","historical","sc1",5,0,65,7,8,10,0,2.416443,33.72,83,0.08937349,13.81,5.55,-1.296667,21.29783,34.75,-14.05,0.1138009,0.08325686,0.05001283,0.0856423,"-110.0376 37.60202 1993 sc1"
"249",-110.0376,37.60202,1994,"Hist","historical","sc1",5,0,65,7,8,10,0,1.964399,36.37,84,0.0002203583,3.23,2.56,-0.4327778,24.52935,37.35,-14.25,0.0653424,0.05594121,0.04673644,0.06866868,"-110.0376 37.60202 1994 sc1"
"250",-110.0376,37.60202,1995,"Hist","historical","sc1",5,0,65,7,8,10,0,4.051014,35.39,67,0.01270906,7.22,6.76,1.735556,22.06848,37.25,-10.75,0.1234262,0.0786903,0.04888479,0.048747,"-110.0376 37.60202 1995 sc1"
"251",-110.0376,37.60202,1996,"Hist","historical","sc1",5,0,65,7,8,10,0,2.93817,35.38,66,0.0005375538,2.93,4.72,1.550549,24.16793,36.05,-12.55,0.05345623,0.04842635,0.04768348,0.09853112,"-110.0376 37.60202 1996 sc1"
"252",-110.0376,37.60202,1997,"Hist","historical","sc1",5,0,65,7,8,10,0,3.74446,33.52,70,0.3158729,8.04,9.18,0.6705556,22.10163,35.45,-13.85,0.1384652,0.07703756,0.05900474,0.08123592,"-110.0376 37.60202 1997 sc1"
"253",-110.0376,37.60202,1998,"Hist","historical","sc1",5,0,65,7,8,10,0,3.154553,35.73,84,0.05557652,5.19,5.69,0.08777778,22.54674,37.25,-11.65,0.08647658,0.05768042,0.04929582,0.09413497,"-110.0376 37.60202 1998 sc1"
"254",-110.0376,37.60202,1999,"Hist","historical","sc1",5,0,65,7,8,10,0,6.122835,33.14,73,0.2972711,2.66,14.56,1.832778,21.66522,34.35,-15.05,0.09399445,0.05970056,0.05890388,0.04839042,"-110.0376 37.60202 1999 sc1"
"255",-110.0376,37.60202,2000,"Hist","historical","sc1",5,0,65,7,8,10,0,2.987615,35.94,63,0.0003753781,5.1,4.78,1.467582,23.94185,36.85,-12.65,0.06876948,0.06828481,0.04728926,0.08901424,"-110.0376 37.60202 2000 sc1"
"256",-110.0376,37.60202,2001,"Hist","historical","sc1",5,0,65,7,8,10,0,3.974646,35.3,79,0.07580624,6.24,8.13,0.3561111,23.12826,36.05,-12.95,0.09711757,0.08129117,0.05057048,0.04945722,"-110.0376 37.60202 2001 sc1"
"257",-110.0376,37.60202,2002,"Hist","historical","sc1",5,0,65,7,8,10,0,2.174764,36.26,86,5.137156e-05,2.21,3,-0.85,24.23804,37.25,-14.25,0.06568248,0.04724812,0.04671624,0.07870539,"-110.0376 37.60202 2002 sc1"
"258",-110.0376,37.60202,2003,"Hist","historical","sc1",5,0,65,7,8,10,0,2.984067,36.86,74,0.02858817,5.99,5.4,1.374444,24.26359,38.15,-12.05,0.06044633,0.08036264,0.0483845,0.078464,"-110.0376 37.60202 2003 sc1"
"259",-110.0376,37.60202,2004,"Hist","historical","sc1",5,0,65,7,8,10,0,1.924664,34.2,81,0.0002310806,6.1,2.76,-0.8736264,22.70707,35.15,-14.95,0.09056246,0.06352489,0.04719656,0.1098689,"-110.0376 37.60202 2004 sc1"
"260",-110.0376,37.60202,2005,"Hist","historical","sc1",5,0,65,7,8,10,0,3.768659,37.29,64,0.09546796,13.1,8.14,1.402222,22.2962,38.25,-14.35,0.1424406,0.07646287,0.05161224,0.06553669,"-110.0376 37.60202 2005 sc1"
"261",-110.0376,37.60202,2006,"Hist","historical","sc1",5,0,65,7,8,10,0,3.83708,35.69,84,0.01780392,1.83,7.13,0.7255556,23.89511,36.95,-14.85,0.05029154,0.0803888,0.04851333,0.09962094,"-110.0376 37.60202 2006 sc1"
"262",-110.0376,37.60202,2007,"Hist","historical","sc1",5,0,65,7,8,10,0,3.611506,35.71,79,0.05424744,3.39,7.59,-0.2666667,24.0712,36.25,-16.45,0.0616805,0.05024715,0.04985041,0.06235508,"-110.0376 37.60202 2007 sc1"
"263",-110.0376,37.60202,2008,"Hist","historical","sc1",5,0,65,7,8,10,0,3.133182,34.22,78,0.04778615,13.12,6.65,-2.259341,22.4875,35.25,-18.65,0.1348797,0.0744856,0.05009427,0.0524527,"-110.0376 37.60202 2008 sc1"
"264",-110.0376,37.60202,2009,"Hist","historical","sc1",5,0,65,7,8,10,0,1.791872,34.86,74,0.0007737822,5.99,2.48,0.2044444,22.44565,36.25,-17.15,0.1201596,0.06469231,0.04702339,0.05182315,"-110.0376 37.60202 2009 sc1"
"265",-110.0376,37.60202,2010,"Hist","historical","sc1",5,0,65,7,8,10,0,4.18425,35.76,88,0.2731191,12.04,9.85,-2.407222,22.6212,37.75,-17.15,0.0658442,0.08265654,0.05741058,0.06133174,"-110.0376 37.60202 2010 sc1"
"266",-110.0376,37.60202,2011,"Hist","historical","sc1",5,0,65,7,8,10,0,3.698271,34.8,76,0.003851088,5.5,5.66,-0.7294444,22.97337,35.85,-23.05,0.08201804,0.05688775,0.0477614,0.06334827,"-110.0376 37.60202 2011 sc1"
"267",-110.0376,37.60202,2012,"Hist","historical","sc1",5,0,65,7,8,10,0,2.839785,35.18,88,0.1277737,5.47,6.7,0.06868132,23.96196,35.75,-14.85,0.08101285,0.05495313,0.05166938,0.05416486,"-110.0376 37.60202 2012 sc1"
"268",-110.0376,37.60202,2013,"Hist","historical","sc1",5,0,65,7,8,10,0,3.001298,36.19,83,0.1618206,7.25,7.91,-1.190556,22.95326,38.55,-19.75,0.09892423,0.06311648,0.05306647,0.09481957,"-110.0376 37.60202 2013 sc1"
"269",-110.0376,37.60202,2014,"Hist","historical","sc1",5,0,65,7,8,10,0,3.276004,34.51,73,0.08285673,3.92,6.9,0.5827778,22.22174,35.95,-17.95,0.1008558,0.05501232,0.05041151,0.06869071,"-110.0376 37.60202 2014 sc1"
"270",-110.0376,37.60202,2015,"Hist","historical","sc1",5,0,65,7,8,10,0,5.229987,34.84,56,0.2650655,7.25,13.03,1.998333,22.37283,36.25,-15.05,0.08507189,0.0771104,0.05780895,0.1032434,"-110.0376 37.60202 2015 sc1"
"271",-110.0376,37.60202,2016,"Hist","historical","sc1",5,0,65,7,8,10,0,3.435381,36.09,76,0.09283837,6.89,6.91,-0.9379121,23.6788,37.85,-16.35,0.1047101,0.06702239,0.050627,0.0532419,"-110.0376 37.60202 2016 sc1"
"272",-110.0376,37.60202,2017,"Hist","historical","sc1",5,0,65,7,8,10,0,3.009396,36.03,62,0.03179672,9.64,6.1,1.096111,24.11467,37.35,-14.85,0.113922,0.06541025,0.04877033,0.04899758,"-110.0376 37.60202 2017 sc1"
"273",-110.0376,37.60202,2018,"Hist","historical","sc1",5,0,65,7,8,10,0,2.023586,35.25,69,0.01342108,2.67,4.48,2.130556,24.55,35.95,-12.15,0.05150553,0.04837924,0.04776519,0.09204935,"-110.0376 37.60202 2018 sc1"
"274",-110.0376,37.6044,1980,"Hist","historical","sc1",15,0,65,11,7,14,0,1.492924,36.16,75,0.03576626,13.79,2.69,0.9648352,23.15924,37.05,-12.45,0.1086767,0.08813918,0.0411239,0.04961998,"-110.0376 37.6044 1980 sc1"
"275",-110.0376,37.6044,1981,"Hist","historical","sc1",15,0,65,11,7,14,0,5.275365,36.08,79,0.03901337,2.25,9.39,3.334444,23.27065,37.55,-9.35,0.04872412,0.05294547,0.04185815,0.0818097,"-110.0376 37.6044 1981 sc1"
"276",-110.0376,37.6044,1982,"Hist","historical","sc1",15,0,65,11,7,14,0,4.45845,34.79,83,0.1877477,4.12,9.5,-0.01555556,22.05707,36.65,-16.55,0.09196677,0.05865412,0.04453057,0.06122534,"-110.0376 37.6044 1982 sc1"
"277",-110.0376,37.6044,1983,"Hist","historical","sc1",15,0,65,11,7,14,0,5.263179,33.69,85,0.1032597,7.09,10.22,0.4094444,21.32826,34.55,-15.05,0.1057768,0.09692285,0.04329913,0.06394565,"-110.0376 37.6044 1983 sc1"
"278",-110.0376,37.6044,1984,"Hist","historical","sc1",15,0,65,11,7,14,0,5.334268,34.01,91,0.05615353,4.77,9.49,-1.047253,21.95978,35.35,-18.45,0.09335353,0.05951284,0.04238881,0.06333443,"-110.0376 37.6044 1984 sc1"
"279",-110.0376,37.6044,1985,"Hist","historical","sc1",15,0,65,11,7,14,0,2.165638,36.32,87,0.1062076,7.66,4.81,-0.94,23.38859,37.55,-18.15,0.09608301,0.09566063,0.04264892,0.1002973,"-110.0376 37.6044 1985 sc1"
"280",-110.0376,37.6044,1986,"Hist","historical","sc1",15,0,65,11,7,14,0,4.530256,34.18,74,0.1151879,2.19,9.85,2.294444,22.45109,35.05,-11.45,0.1112222,0.06024547,0.04333896,0.09553616,"-110.0376 37.6044 1986 sc1"
"281",-110.0376,37.6044,1987,"Hist","historical","sc1",15,0,65,11,7,14,0,4.437828,33.22,85,0.3139605,6.03,11.04,-0.41,22.01576,34.25,-14.15,0.1226323,0.08066143,0.04731383,0.07739061,"-110.0376 37.6044 1987 sc1"
"282",-110.0376,37.6044,1988,"Hist","historical","sc1",15,0,65,11,7,14,0,4.491488,34.69,86,0.02832923,5.44,7.98,-1.256593,23.25,35.75,-16.15,0.1114145,0.07650056,0.04160207,0.0468571,"-110.0376 37.6044 1988 sc1"
"283",-110.0376,37.6044,1989,"Hist","historical","sc1",15,0,65,11,7,14,0,3.233267,36.62,86,0.09689356,5.13,6.69,-1.843889,22.5125,38.25,-19.65,0.04740822,0.05102407,0.04276503,0.04078926,"-110.0376 37.6044 1989 sc1"
"284",-110.0376,37.6044,1990,"Hist","historical","sc1",15,0,65,11,7,14,0,3.059351,36.15,82,0.0164799,3.52,5.41,-0.09666667,23.2337,37.35,-14.65,0.04298472,0.04411641,0.04110689,0.06648469,"-110.0376 37.6044 1990 sc1"
"285",-110.0376,37.6044,1991,"Hist","historical","sc1",15,0,65,11,7,14,0,4.021999,33.69,84,0.0179656,4.85,6.39,-2.093889,22.31033,34.85,-24.55,0.06609521,0.06363927,0.04133437,0.06823624,"-110.0376 37.6044 1991 sc1"
"286",-110.0376,37.6044,1992,"Hist","historical","sc1",15,0,65,11,7,14,0,3.687282,33.4,85,0.02228571,6.39,5.95,-1.282418,21.67554,34.35,-14.35,0.1089189,0.08318456,0.04140823,0.05515333,"-110.0376 37.6044 1992 sc1"
"287",-110.0376,37.6044,1993,"Hist","historical","sc1",15,0,65,11,7,14,0,2.557028,33.72,83,0.08877959,13.81,5.55,-1.296667,21.29783,34.75,-14.05,0.0980714,0.08472305,0.04217447,0.06488296,"-110.0376 37.6044 1993 sc1"
"288",-110.0376,37.6044,1994,"Hist","historical","sc1",15,0,65,11,7,14,0,2.004915,36.37,84,0.0002668099,3.23,2.56,-0.4327778,24.52935,37.35,-14.25,0.06105649,0.04633276,0.0402889,0.05539424,"-110.0376 37.6044 1994 sc1"
"289",-110.0376,37.6044,1995,"Hist","historical","sc1",15,0,65,11,7,14,0,4.189274,35.39,67,0.02055476,7.22,6.76,1.735556,22.06848,37.25,-10.75,0.1033366,0.07985005,0.04153933,0.04155318,"-110.0376 37.6044 1995 sc1"
"290",-110.0376,37.6044,1996,"Hist","historical","sc1",15,0,65,11,7,14,0,3.088284,35.38,66,0.0007665817,2.93,4.72,1.550549,24.16793,36.05,-12.55,0.04568472,0.04174711,0.04086639,0.07415407,"-110.0376 37.6044 1996 sc1"
"291",-110.0376,37.6044,1997,"Hist","historical","sc1",15,0,65,11,7,14,0,3.77191,33.52,70,0.3191508,8.04,9.18,0.6705556,22.10163,35.45,-13.85,0.1249863,0.0796807,0.04746547,0.06316355,"-110.0376 37.6044 1997 sc1"
"292",-110.0376,37.6044,1998,"Hist","historical","sc1",15,0,65,11,7,14,0,3.262579,35.73,84,0.05970528,5.19,5.69,0.08777778,22.54674,37.25,-11.65,0.07742795,0.05397057,0.04184467,0.08268655,"-110.0376 37.6044 1998 sc1"
"293",-110.0376,37.6044,1999,"Hist","historical","sc1",15,0,65,11,7,14,0,6.30436,33.14,73,0.2999985,2.66,14.56,1.832778,21.66522,34.35,-15.05,0.1118836,0.05783161,0.04734412,0.04132048,"-110.0376 37.6044 1999 sc1"
"294",-110.0376,37.6044,2000,"Hist","historical","sc1",15,0,65,11,7,14,0,3.164438,35.94,63,0.000490669,5.1,4.78,1.467582,23.94185,36.85,-12.65,0.05813042,0.05653916,0.04058873,0.07774925,"-110.0376 37.6044 2000 sc1"
"295",-110.0376,37.6044,2001,"Hist","historical","sc1",15,0,65,11,7,14,0,4.093228,35.3,79,0.08675195,6.24,8.13,0.3561111,23.12826,36.05,-12.95,0.1093829,0.08174789,0.04264884,0.04200284,"-110.0376 37.6044 2001 sc1"
"296",-110.0376,37.6044,2002,"Hist","historical","sc1",15,0,65,11,7,14,0,2.298823,36.26,86,0.0001233787,2.21,3,-0.85,24.23804,37.25,-14.25,0.05553172,0.04095812,0.04030551,0.07956996,"-110.0376 37.6044 2002 sc1"
"297",-110.0376,37.6044,2003,"Hist","historical","sc1",15,0,65,11,7,14,0,3.062713,36.86,74,0.03271382,5.99,5.4,1.374444,24.26359,38.15,-12.05,0.06336401,0.06750976,0.04127271,0.07380041,"-110.0376 37.6044 2003 sc1"
"298",-110.0376,37.6044,2004,"Hist","historical","sc1",15,0,65,11,7,14,0,2.030283,34.2,81,0.0003211685,6.1,2.76,-0.8736264,22.70707,35.15,-14.95,0.08287601,0.05881056,0.04057621,0.09562961,"-110.0376 37.6044 2004 sc1"
"299",-110.0376,37.6044,2005,"Hist","historical","sc1",15,0,65,11,7,14,0,3.872505,37.29,64,0.1014003,13.1,8.14,1.402222,22.2962,38.25,-14.35,0.1347054,0.07812988,0.04314204,0.05375339,"-110.0376 37.6044 2005 sc1"
"300",-110.0376,37.6044,2006,"Hist","historical","sc1",15,0,65,11,7,14,0,3.986025,35.69,84,0.0215674,1.83,7.13,0.7255556,23.89511,36.95,-14.85,0.04494095,0.06012764,0.04132239,0.09510392,"-110.0376 37.6044 2006 sc1"
"301",-110.0376,37.6044,2007,"Hist","historical","sc1",15,0,65,11,7,14,0,3.729877,35.71,79,0.06117599,3.39,7.59,-0.2666667,24.0712,36.25,-16.45,0.08128441,0.04770156,0.04215317,0.05062866,"-110.0376 37.6044 2007 sc1"
"302",-110.0376,37.6044,2008,"Hist","historical","sc1",15,0,65,11,7,14,0,3.23833,34.22,78,0.05391442,13.12,6.65,-2.259341,22.4875,35.25,-18.65,0.1115198,0.07671852,0.04223769,0.04395471,"-110.0376 37.6044 2008 sc1"
"303",-110.0376,37.6044,2009,"Hist","historical","sc1",15,0,65,11,7,14,0,1.887724,34.86,74,0.0006754262,5.99,2.48,0.2044444,22.44565,36.25,-17.15,0.09333775,0.05925295,0.04048957,0.04395985,"-110.0376 37.6044 2009 sc1"
"304",-110.0376,37.6044,2010,"Hist","historical","sc1",15,0,65,11,7,14,0,4.242104,35.76,88,0.281239,12.04,9.85,-2.407222,22.6212,37.75,-17.15,0.05215392,0.08024037,0.04662843,0.05085113,"-110.0376 37.6044 2010 sc1"
"305",-110.0376,37.6044,2011,"Hist","historical","sc1",15,0,65,11,7,14,0,3.789551,34.8,76,0.00687587,5.5,5.66,-0.7294444,22.97337,35.85,-23.05,0.06853814,0.05091224,0.04087365,0.05149729,"-110.0376 37.6044 2011 sc1"
"306",-110.0376,37.6044,2012,"Hist","historical","sc1",15,0,65,11,7,14,0,2.805869,35.18,88,0.140302,5.47,6.7,0.06868132,23.96196,35.75,-14.85,0.07060358,0.04944335,0.04339462,0.0456417,"-110.0376 37.6044 2012 sc1"
"307",-110.0376,37.6044,2013,"Hist","historical","sc1",15,0,65,11,7,14,0,3.133903,36.19,83,0.1665324,7.25,7.91,-1.190556,22.95326,38.55,-19.75,0.08569003,0.06357434,0.04410509,0.09975104,"-110.0376 37.6044 2013 sc1"
"308",-110.0376,37.6044,2014,"Hist","historical","sc1",15,0,65,11,7,14,0,3.313087,34.51,73,0.09078017,3.92,6.9,0.5827778,22.22174,35.95,-17.95,0.1079266,0.05577696,0.04253981,0.05477812,"-110.0376 37.6044 2014 sc1"
"309",-110.0376,37.6044,2015,"Hist","historical","sc1",15,0,65,11,7,14,0,5.360425,34.84,56,0.2665606,7.25,13.03,1.998333,22.37283,36.25,-15.05,0.07131548,0.06673883,0.04666748,0.08518609,"-110.0376 37.6044 2015 sc1"
"310",-110.0376,37.6044,2016,"Hist","historical","sc1",15,0,65,11,7,14,0,3.5119,36.09,76,0.097593,6.89,6.91,-0.9379121,23.6788,37.85,-16.35,0.1107377,0.07053124,0.04260765,0.04473069,"-110.0376 37.6044 2016 sc1"
"311",-110.0376,37.6044,2017,"Hist","historical","sc1",15,0,65,11,7,14,0,3.084554,36.03,62,0.03730536,9.64,6.1,1.096111,24.11467,37.35,-14.85,0.09404547,0.06771112,0.04148256,0.04185232,"-110.0376 37.6044 2017 sc1"
"312",-110.0376,37.6044,2018,"Hist","historical","sc1",15,0,65,11,7,14,0,2.054622,35.19,69,0.01867723,2.67,4.48,2.130556,24.55,35.95,-12.15,0.04451887,0.04160267,0.04097453,0.08967286,"-110.0376 37.6044 2018 sc1"
"313",-110.0365,37.60096,1980,"Hist","historical","sc1",6,0,59,10,11,14,0,1.476053,36.11,74,0.02739302,14.21,2.57,0.9692308,23.06576,36.95,-12.35,0.1205183,0.09199235,0.04438766,0.05498873,"-110.0365 37.60096 1980 sc1"
"314",-110.0365,37.60096,1981,"Hist","historical","sc1",6,0,59,10,11,14,0,5.088841,35.96,74,0.03196009,2.37,9.69,3.393333,23.1087,37.45,-9.35,0.05314252,0.06377136,0.04549223,0.09961979,"-110.0365 37.60096 1981 sc1"
"315",-110.0365,37.60096,1982,"Hist","historical","sc1",6,0,59,10,11,14,0,4.308972,34.88,82,0.2371534,4.12,9.99,0.004444444,21.92609,36.55,-16.65,0.1034951,0.06429522,0.05018043,0.07495247,"-110.0365 37.60096 1982 sc1"
"316",-110.0365,37.60096,1983,"Hist","historical","sc1",6,0,59,10,11,14,0,5.138096,33.43,84,0.1255058,7.24,10.71,0.4672222,21.08696,34.35,-14.95,0.1314101,0.1007787,0.04809627,0.0793766,"-110.0365 37.60096 1983 sc1"
